incident_num,category,longitude,latitude
160008679.0,VEHICLE THEFT,-122.4414368,37.7117662
166292147.0,LARCENY/THEFT,-122.3901361,37.78948068
161037017.0,MISSING PERSON,-122.4652118,37.77903975
160411878.0,NON-CRIMINAL,-122.4080525,37.78156683
160810587.0,DRUG/NARCOTIC,-122.4075054,37.78113046
160226978.0,LARCENY/THEFT,-122.4223481,37.77786178
160546497.0,LARCENY/THEFT,-122.41048880000001,37.76560586
160543095.0,VEHICLE THEFT,-122.4154528,37.76610617
166085823.0,LARCENY/THEFT,-122.4377852,37.78748096
160598846.0,OTHER OFFENSES,-122.4744446,37.718302200000004
161051722.0,OTHER OFFENSES,-122.4217477,37.76274366
160065130.0,ASSAULT,-122.4044318,37.80103729
166016072.0,LARCENY/THEFT,-122.41271850000001,37.78864663
160203114.0,OTHER OFFENSES,-122.41484979999998,37.76128793
166270723.0,LARCENY/THEFT,-122.4804521,37.78027905
160065851.0,WARRANTS,-122.38986229999999,37.75334355
160572709.0,LIQUOR LAWS,-122.4400605,37.72892365
160643413.0,LARCENY/THEFT,-122.43686329999998,37.79961997
160254509.0,NON-CRIMINAL,-122.42695559999999,37.76924706
160948439.0,OTHER OFFENSES,-122.40658590000001,37.80363126
176083851.0,LARCENY/THEFT,-122.4390659,37.74427748
160029330.0,WARRANTS,-122.41107140000001,37.78175113
160501140.0,SECONDARY CODES,-122.4270758,37.74729202
170208938.0,DRIVING UNDER THE INFLUENCE,-122.47816770000001,37.77845497
166146613.0,LARCENY/THEFT,-122.41613740000001,37.80147946
160079125.0,LARCENY/THEFT,-122.41335420000001,37.7690748
160970498.0,ASSAULT,-122.4541065,37.72185158
160421112.0,WARRANTS,-122.4138696,37.78186219
170030872.0,ASSAULT,-122.417477,37.76435775
170201023.0,LARCENY/THEFT,-122.42365840000001,37.80528509
160254305.0,RECOVERED VEHICLE,-122.41244740000002,37.77563367
166278200.0,LARCENY/THEFT,-122.42714270000002,37.76617631
166303255.0,NON-CRIMINAL,-122.42236740000001,37.76986824
160913181.0,OTHER OFFENSES,-122.43894920000001,37.75725672
160468885.0,ASSAULT,-122.3989327,37.78378482
160038892.0,NON-CRIMINAL,-122.43422920000002,37.73301995
160153127.0,LARCENY/THEFT,-122.4642971,37.71106091
176043560.0,LARCENY/THEFT,-122.45914750000001,37.78614702
170075226.0,OTHER OFFENSES,-122.4120324,37.78788549
160297703.0,LARCENY/THEFT,-122.51364209999998,37.77846922
166139367.0,LARCENY/THEFT,-122.4645732,37.78499202
160400865.0,NON-CRIMINAL,-122.4138932,37.78234652
160669447.0,ASSAULT,-122.4054272,37.77129699
170145904.0,NON-CRIMINAL,-122.436406,37.75154483
170236036.0,DRUG/NARCOTIC,-122.41965829999998,37.76422056
160637604.0,ASSAULT,-122.4156055,37.76771775
160550868.0,ASSAULT,-122.43095159999999,37.72891927
170209748.0,MISSING PERSON,-122.4125061,37.74568029
170248699.0,LARCENY/THEFT,-122.40340479999999,37.77542071
160227879.0,WARRANTS,-122.3803483,37.72882763
170145653.0,ASSAULT,-122.4162938,37.77749368
170127184.0,ROBBERY,-122.47681370000001,37.75983411
160450741.0,ASSAULT,-122.43597720000001,37.72312883
176062184.0,VANDALISM,-122.41899640000001,37.78216891
170119288.0,FRAUD,-122.42151770000001,37.79881008
160087617.0,OTHER OFFENSES,-122.47750959999999,37.78327051
160072135.0,ASSAULT,-122.4368679,37.72204865
170015410.0,OTHER OFFENSES,-122.44880659999998,37.73344666
160730424.0,ASSAULT,-122.3884993,37.72410004
170110797.0,OTHER OFFENSES,-122.4170732,37.77354996
170226156.0,OTHER OFFENSES,-122.4074548,37.75529635
161038322.0,ROBBERY,-122.4168189,37.7769362
160007803.0,ASSAULT,-122.42196470000002,37.74226138
160850298.0,VANDALISM,-122.426268,37.78894304
170006049.0,ASSAULT,-122.3829196,37.73641225
170017892.0,NON-CRIMINAL,-122.4256923,37.75743083
160040057.0,DRUG/NARCOTIC,-122.42666820000001,37.78692506
160824572.0,NON-CRIMINAL,-122.416352,37.78160314
166148186.0,LARCENY/THEFT,-122.45102490000001,37.76341259
161039110.0,ASSAULT,-122.4340362,37.763294200000004
160862544.0,SUSPICIOUS OCC,-122.4207871,37.76905952
160656375.0,NON-CRIMINAL,-122.43607659999998,37.76724463
170097242.0,RECOVERED VEHICLE,-122.41211440000001,37.73760609
160061304.0,NON-CRIMINAL,-122.4711094,37.77872111
160911878.0,ASSAULT,-122.4768605,37.75229853
160008544.0,OTHER OFFENSES,-122.4575851,37.71486301
170136113.0,OTHER OFFENSES,-122.4058617,37.78662723
160783304.0,DRUG/NARCOTIC,-122.4109328,37.76941138
160165887.0,SUSPICIOUS OCC,-122.41193559999999,37.78000644
160108053.0,NON-CRIMINAL,-122.40643519999999,37.76388421
